org_id remap_id
V_4692614 1162 8593885
V_4692771 1163 8594029
V_4692769 1164 8594027
V_4692604 1165 8593874
V_4692774 1166 8594032
V_955372 1167 8521506
V_4974271 1168 8599347
V_955382 1169 8521516
V_955381 1170 8521515
V_955403 1171 8521528
V_955396 1172 8521523
V_955404 1173 8521529
V_955383 1174 8521517
V_1236491 1175 8553607
V_1236490 1176 8553605
V_1236435 1177 8553547
V_5885118 1178 8610948
V_3708710 1179 8553698
V_1236542 1180 8553679
V_4510684 1181 8587946
V_4510682 1182 8587944
V_4510681 1183 8587943
V_6315110 1184 8517187
V_6299638 1185 8505062
V_6299640 1186 8505063
V_556272 1187 8619278
V_556275 1188 8619284
V_556255 1189 8619260
V_556238 1190 8619243
V_556273 1191 8619280
V_556256 1192 8619262
V_556239 1193 8619245
V_556271 1194 8619276
V_556240 1195 8619247
V_556274 1196 8619282
V_556241 1197 8619249
V_4974276 1198 8599352
V_4974277 1199 8599353
V_6299752 1200 8505103
V_6315038 1201 8517179
V_6314940 1202 8517158
V_6314816 1203 8517141
V_6314811 1204 8517140
V_1512759 1205 8648633
V_5621449 1206 8652241
V_1512777 1207 8648637
V_1512778 1208 8648638
V_1512764 1209 8648634
V_2645478 1210 8607611
V_2645477 1211 8607610
V_7825357 1212 8643342
V_7328874 1213 8643306
V_5519863 1214 8546088
V_6315031 1215 8517177
V_7656649 1216 8643329
V_6315028 1217 8517176
V_6315134 1218 8517192
V_6315163 1219 8517197
V_1366718 1220 8502840
V_1366724 1221 8502846
V_1366722 1222 8502844
V_5519868 1223 8546092
V_6314827 1224 8517143
V_6314843 1225 8517145
V_5495386 1226 8604039
V_7825360 1227 8643348
V_6381368 1228 8561574
V_6381340 1229 8561579
V_6381346 1230 8561582
V_6381361 1231 8561572
V_6381183 1232 8561509
V_6381372 1233 8561577
V_6381188 1234 8561511
V_6381332 1235 8561565
V_6381356 1236 8561569
V_6381333 1237 8561564
V_6381331 1238 8561563
V_6381357 1239 8561570
V_6381336 1240 8561566
V_6381335 1241 8561567
V_6381201 1242 8561516
V_6381371 1243 8561576
V_6381359 1244 8561571
V_6381369 1245 8561575
V_5935500 1246 8611568
V_5935519 1247 8611586
V_5935520 1248 8611587
V_7161214 1249 8642556
V_7161190 1250 8642542
V_7161199 1251 8642547
V_7161194 1252 8642544
V_7161195 1253 8642545
V_5777694 1254 8609306
V_5777623 1255 8609242
V_5777645 1256 8609263
V_5777622 1257 8609241
V_5777621 1258 8609240
V_5777675 1259 8609289
V_5777644 1260 8609262
V_5777696 1261 8609308
V_5777660 1262 8609275
V_5777676 1263 8609290
V_1626034 1264 8404168
V_1626033 1265 8404165
V_1626032 1266 8404163
V_1000142 1267 8528917
V_7328885 1268 8643312
V_7396086 1269 8643701
V_7396084 1270 8643699
V_7396080 1271 8643695
V_6865240 1272 8637318
V_6865233 1273 8637320
V_6865232 1274 8637319
V_5777629 1275 8609248
V_5777631 1276 8609250
V_5777628 1277 8609247
V_5777639 1278 8609257
V_5777624 1279 8609243
V_5777630 1280 8609249
V_5777662 1281 8609277
V_6167632 1282 8631856
V_6299679 1283 8505075
V_6299676 1284 8505074
V_556237 1285 8619242
V_556261 1286 8619269
V_556260 1287 8619267
V_7161192 1288 8642543
V_7161203 1289 8642549
V_7161188 1290 8642541
V_6381280 1291 8561554
V_6381284 1292 8561555
V_6381326 1293 8561562
V_6381321 1294 8561558
V_6381325 1295 8561560
V_6381272 1296 8561552
V_6381281 1297 8561556
V_6381323 1298 8561559
V_6381221 1299 8561531
V_6381278 1300 8561553
V_6381248 1301 8561548
V_6381301 1302 8561540
V_6381260 1303 8561550
V_6381250 1304 8561549
V_6381299 1305 8561539
V_6381303 1306 8561541
V_6381246 1307 8561547
V_6381244 1308 8561546
V_5935493 1309 8611561
V_5935514 1310 8611581
V_5935509 1311 8611576
V_5935515 1312 8611582
V_5935517 1313 8611584
V_5935506 1314 8611574
V_5935522 1315 8611589
V_5935518 1316 8611585
V_5935516 1317 8611583
V_5935523 1318 8611590
V_5935492 1319 8611560
V_5935491 1320 8611559
V_5935499 1321 8611567
V_5935497 1322 8611565
V_5935498 1323 8611566
V_5935496 1324 8611564
V_5935501 1325 8611569
V_5935495 1326 8611563
V_5935521 1327 8611588
V_7062053 1328 8657515
V_7062051 1329 8657513
V_7062031 1330 8657491
V_5935502 1331 8611570
V_5935503 1332 8611571
V_5935510 1333 8611577
V_5935511 1334 8611578
V_5935512 1335 8611579
V_5935513 1336 8611580
V_5935504 1337 8611572
V_5935505 1338 8611573
V_7161206 1339 8642551
V_7161208 1340 8642552
V_7161209 1341 8642553
V_7161220 1342 8642560
V_6024585 1343 8537300
V_6005841 1344 8613588
V_6005855 1345 8613601
V_6024587 1346 8537301
V_6005856 1347 8613602
V_6024588 1348 8537302
V_6024740 1349 8537433
V_6024716 1350 8537411
V_6181022 1351 8610289
V_7035471 1352 8640241
V_7035476 1353 8640245
V_7035473 1354 8640242
V_7035477 1355 8640246
V_7035469 1356 8640239
V_7035467 1357 8640237
V_7035474 1358 8640243
V_7035475 1359 8640244
V_7035470 1360 8640240
V_6310110 1361 8513845
V_6310090 1362 8513841
V_5935494 1363 8611562
V_5131740 1364 8595215
V_5131743 1365 8595218
V_5131742 1366 8595217
V_5131741 1367 8595216
V_5131739 1368 8595214
V_5720181 1369 8605266
V_5720180 1370 8605265
V_6392106 1371 8632871
V_6392107 1372 8632872
V_140373 1373 8417030
V_6300022 1374 8505189
V_6300057 1375 8505200
V_6300277 1376 8505258
V_6300045 1377 8505195
V_6300111 1378 8505210
V_6300055 1379 8505199
V_6300272 1380 8505256
V_194717 1381 8427936
V_1000484 1382 8529061
V_1000485 1383 8529062
V_1000456 1384 8529033
V_1000472 1385 8529049
V_1000455 1386 8529032
V_6300127 1387 8505214
V_6299738 1388 8505090
V_6300124 1389 8505213
V_6300121 1390 8505212
V_6299749 1391 8505101
V_6299743 1392 8505095
V_4077602 1393 8578860
V_4077601 1394 8578859
V_89482 1395 8409032
V_89473 1396 8409023
V_89472 1397 8409022
V_89526 1398 8409075
V_89474 1399 8409024
V_89456 1400 8409007
V_89460 1401 8409011
V_89525 1402 8409074
V_89480 1403 8409030
V_41038 1404 8402917
V_89459 1405 8409010
V_89528 1406 8409077
V_89523 1407 8409072
V_89470 1408 8409020
V_89478 1409 8409028
V_89475 1410 8409025
V_89458 1411 8409009
V_89479 1412 8409029
V_89521 1413 8409070
V_89461 1414 8409012
V_89477 1415 8409027
V_89469 1416 8409019
V_89524 1417 8409073
V_89468 1418 8409018
V_89455 1419 8409006
V_89522 1420 8409071
V_89471 1421 8409021
V_5885157 1422 8610974
V_6381179 1423 8561507
V_6381167 1424 8561502
V_6314796 1425 8516641
V_6314798 1426 8516642
V_6314793 1427 8516640
V_6314788 1428 8516639
V_1385343 1429 8618189
V_1385344 1430 8618190
V_6381930 1431 8571921
V_6381951 1432 8571933
V_6381906 1433 8571916
V_6381933 1434 8571922
V_6381952 1435 8571934
V_6381911 1436 8571918
V_6381938 1437 8571924
V_6381953 1438 8571935
V_6381935 1439 8571923
V_7160805 1440 8642387
V_5623116 1441 8606707
V_7926479 1442 8649042
V_6406331 1443 8633130
V_6392108 1444 8632873
V_7926477 1445 8649044
V_7926476 1446 8649041
V_6392136 1447 8632903
V_6381168 1448 8561503
V_6381171 1449 8561505
V_6381181 1450 8561508
V_6381170 1451 8561504
V_6381190 1452 8561513
V_6381189 1453 8561512
V_6381344 1454 8561581
V_6381210 1455 8561522
V_6381240 1456 8561535
V_6381297 1457 8561538
V_6381208 1458 8561520
V_6381238 1459 8561534
V_6381242 1460 8561536
V_6381218 1461 8561527
V_6381209 1462 8561521
V_6381211 1463 8561523
V_6381219 1464 8561528
V_6381212 1465 8561524
V_6381220 1466 8561529
V_6381237 1467 8561533
V_6381203 1468 8561518
V_6381217 1469 8561526
V_6381233 1470 8561532
V_6381200 1471 8561515
V_6381202 1472 8561517
V_5519858 1473 8546084
V_5519860 1474 8546085
V_5519869 1475 8546093
V_5519875 1476 8546096
V_5519871 1477 8546094
V_5519886 1478 8546105
V_6024576 1479 8537292
V_7161835 1480 8642789
V_7161826 1481 8642780
V_7161831 1482 8642785
V_1641919 1483 8402307
V_7161201 1484 8642548
V_7161212 1485 8642555
V_7161204 1486 8642550
V_7161187 1487 8642540
V_7161217 1488 8642558
V_7161211 1489 8642554
V_7161215 1490 8642557
V_6299739 1491 8505091
V_6300214 1492 8505237
V_6300269 1493 8505254
V_6299783 1494 8505115
V_6300212 1495 8505236
V_6299786 1496 8505117
V_6300138 1497 8505217
V_6299973 1498 8505180
V_6300141 1499 8505218
V_6299785 1500 8505116
V_6300144 1501 8505220
V_6299781 1502 8505114
V_6299779 1503 8505113
V_6299741 1504 8505093
V_6299801 1505 8505123
V_6299804 1506 8505125
V_6299844 1507 8505143
V_6299829 1508 8505137
V_6299884 1509 8505152
V_6300202 1510 8505233
V_6300207 1511 8505235
V_6300205 1512 8505234
V_6299890 1513 8505155
V_6299840 1514 8505141
V_6299882 1515 8505151
V_6299841 1516 8505142
V_6299748 1517 8505100
V_6316453 1518 8519776
V_6316438 1519 8519770
V_6316455 1520 8519777
V_6316436 1521 8519769
V_6316461 1522 8519779
V_6316459 1523 8519778
V_7161819 1524 8642773
V_7161845 1525 8642799
V_7161847 1526 8642801
V_7161841 1527 8642796
V_7161850 1528 8642804
V_7161842 1529 8642794
V_7037606 1530 8641552
V_7161219 1531 8642559
V_6135306 1532 8615963
V_5519876 1533 8546097
V_678142 1534 8503397
V_678246 1535 8503494
V_678223 1536 8503475
V_678213 1537 8503464
V_678219 1538 8503470
V_678211 1539 8503462
V_678222 1540 8503474
V_678212 1541 8503463
V_678220 1542 8503471
V_678214 1543 8503465
V_678206 1544 8503457
V_678218 1545 8503469
V_678207 1546 8503459
V_7406261 1547 8644192
V_7406251 1548 8644182
V_7406266 1549 8644197
V_5941422 1550 8611912
V_5941424 1551 8611913
V_6381342 1552 8561580
V_6136341 1553 8616604
V_6136334 1554 8616597
V_6136368 1555 8616629
V_6136338 1556 8616601
V_6136340 1557 8616603
V_6136326 1558 8616590
V_6136333 1559 8616596
V_6136367 1560 8616628
V_6136370 1561 8616631
V_6136324 1562 8616588
V_6136327 1563 8616591
V_6136330 1564 8616594
V_6136372 1565 8616633
V_6136322 1566 8616586
V_6136329 1567 8616593
V_6136382 1568 8616643
V_6136353 1569 8616615
V_6136362 1570 8616624
V_6136360 1571 8616622
V_6136336 1572 8616599
V_6136374 1573 8616635
V_6136355 1574 8616617
V_6136357 1575 8616619
V_6136358 1576 8616620
V_6136363 1577 8616625
V_6136376 1578 8616637
V_6136337 1579 8616600
V_6136311 1580 8616576
V_6136317 1581 8616581
V_6136316 1582 8616580
V_6136294 1583 8616561
V_6136281 1584 8616549
V_6136309 1585 8616574
V_6136279 1586 8616547
V_6136297 1587 8616563
V_6136306 1588 8616572
V_6136277 1589 8616545
V_6136267 1590 8616536
V_6136283 1591 8616551
V_6136273 1592 8616541
V_6136304 1593 8616570
V_6136288 1594 8616555
V_6136290 1595 8616557
V_6136275 1596 8616543
V_6136321 1597 8616585
V_6136292 1598 8616559
V_6136319 1599 8616583
V_6136313 1600 8616578
V_6315173 1601 8517200
V_6315170 1602 8517199
V_6136266 1603 8616535
V_6136268 1604 8616537
V_6136270 1605 8616539
V_6136269 1606 8616538
V_6136271 1607 8616540
V_6136364 1608 8616626
V_6136349 1609 8616612
V_6136344 1610 8616607
V_6136343 1611 8616606
V_6136346 1612 8616609
V_6136347 1613 8616610
V_6136350 1614 8616613
V_6136286 1615 8616553
V_6136302 1616 8616568
V_6136378 1617 8616639
V_6136380 1618 8616641
V_6136299 1619 8616565
V_6136301 1620 8616567
V_5650871 1621 8607498
V_6299892 1622 8505156
V_6024726 1623 8537419
V_6024722 1624 8537415
V_6024723 1625 8537416
V_6024729 1626 8537422
V_6024725 1627 8537418
V_6024720 1628 8537414
V_6024674 1629 8537374
V_6024673 1630 8537373
V_6024671 1631 8537371
V_6024672 1632 8537372
V_6024728 1633 8537421
V_6728819 1634 8634561
V_6167794 1635 8631900
V_6728822 1636 8634564
V_6167790 1637 8631897
V_6728821 1638 8634563
V_6882300 1639 8638770
V_6167798 1640 8631903
V_6728824 1641 8634566
V_6299798 1642 8505121
V_6299836 1643 8505139
V_6105901 1644 8500922
V_6105898 1645 8500918
V_6105890 1646 8500908
V_6346061 1647 8561923
V_6346052 1648 8561920
V_6346044 1649 8561919
V_6346063 1650 8561924
V_6346241 1651 8561944
V_6346258 1652 8561947
V_6299823 1653 8505134
V_6300304 1654 8505267
V_6309971 1655 8513809
V_6309962 1656 8513807
V_6300310 1657 8505269
V_6315753 1658 8517286
V_6309967 1659 8513808
V_6300836 1660 8626425
V_6300835 1661 8626424
V_6300834 1662 8626423
V_6314962 1663 8517164
V_6315116 1664 8517188
V_6315019 1665 8517174
V_1385295 1666 8618141
V_1385296 1667 8618142
V_1385293 1668 8618139
V_6346089 1669 8561927
V_6392151 1670 8632920
V_6392158 1671 8632927
V_6392152 1672 8632921
V_6392163 1673 8632933
V_6392162 1674 8632932
V_6005991 1675 8613724
V_170715 1676 8421931
V_6315131 1677 8517191
V_7520257 1678 8644369
V_7520251 1679 8644296
V_7520250 1680 8644295
V_7518565 1681 8644325
V_7511579 1682 8644362
V_7518567 1683 8644327
V_7511577 1684 8644360
V_7518563 1685 8644323
V_7511736 1686 8644318
V_7518562 1687 8644322
V_7511576 1688 8644359
V_2841174 1689 8572962
V_4540953 1690 8572989
V_2841175 1691 8572963
V_5916530 1692 8572991
V_5916529 1693 8572990
V_5592730 1694 8602856
V_5592728 1695 8602855
V_6346034 1696 8561916
V_6346173 1697 8561932
V_6346192 1698 8561938
V_6346039 1699 8561917
V_6346015 1700 8561912
V_6346176 1701 8561933
V_1385597 1702 8523735
V_7573765 1703 8644989
V_7573766 1704 8644990
V_5988895 1705 8612881
V_5988902 1706 8612887
V_5988901 1707 8612886
V_556372 1708 8619379
V_556371 1709 8619377
V_556370 1710 8619375
V_1481934 1711 8565132
V_1481925 1712 8565124
V_4885950 1713 8597916
V_4885888 1714 8597879
V_4885947 1715 8597914
V_4886047 1716 8597981
V_4885941 1717 8597910
V_4885938 1718 8597908
V_4412553 1719 8584553
V_1366716 1720 8502838
V_1366702 1721 8502824
V_1366707 1722 8502829
V_1366704 1723 8502826
V_1366710 1724 8502832
V_1366706 1725 8502828
V_1366713 1726 8502835
V_1366709 1727 8502831
V_1366705 1728 8502827
V_1366700 1729 8502822
V_1366715 1730 8502837
V_1366663 1731 8502785
V_1366711 1732 8502833
V_1366660 1733 8502782
V_1366717 1734 8502839
V_1366693 1735 8502815
V_1366694 1736 8502816
V_1366664 1737 8502786
V_1366714 1738 8502836
V_1366662 1739 8502784
V_1366703 1740 8502825
V_7573153 1741 8644809
V_6342694 1742 8561026
V_6342713 1743 8561027
V_6342730 1744 8561028
V_2842371 1745 8573004
V_2842366 1746 8573003
V_6304215 1747 8554592
V_6304231 1748 8554597
V_6304225 1749 8554595
V_4692600 1750 8593870
V_6777699 1751 8636149
V_6315025 1752 8517175
V_1481980 1753 8565171
V_1481974 1754 8565167
V_1481977 1755 8565169
V_1481930 1756 8565128
V_1481940 1757 8565140
V_1481982 1758 8565173
V_1481938 1759 8565138
V_182000 1760 8424573
V_6106829 1761 8617023
V_6316593 1762 8519831
V_6316553 1763 8519814
V_6316560 1764 8519817
V_6316557 1765 8519816
V_6316590 1766 8519829
V_6316592 1767 8519830
V_6316555 1768 8519815
V_6316563 1769 8519818
V_6879889 1770 8637828
V_6879904 1771 8637842
V_6879902 1772 8637840
V_6879899 1773 8637838
V_6879891 1774 8637830
V_6879906 1775 8637844
V_6879888 1776 8637827
V_6879892 1777 8637831
V_7717420 1778 8646247
V_7717419 1779 8646246
V_7717425 1780 8646251
V_7717431 1781 8646257
V_7717418 1782 8646245
V_7717424 1783 8646250
V_7717429 1784 8646255
V_7717428 1785 8646254
V_7717417 1786 8646244
V_7717421 1787 8646248
V_7717422 1788 8646249
V_7717415 1789 8646243
V_7717427 1790 8646253
V_7717430 1791 8646256
V_7717426 1792 8646252
V_1366627 1793 8502750
V_6074814 1794 8615114
V_6300844 1795 8626433
V_6300838 1796 8626427
V_6300841 1797 8626430
V_4411725 1798 8583772
V_4411732 1799 8583778
V_4411721 1800 8583768
V_4411780 1801 8583824
V_4411734 1802 8583780
V_4411727 1803 8583774
V_7718155 1804 8646668
V_7718159 1805 8646669
V_2842362 1806 8572998
V_6777511 1807 8636063
V_7717349 1808 8646383
V_7717385 1809 8646327
V_6777569 1810 8636115
V_89539 1811 8409088
V_89538 1812 8409087
V_89527 1813 8409076
V_89540 1814 8409089
V_89534 1815 8409083
V_89518 1816 8409067
V_89537 1817 8409086
V_89546 1818 8409095
V_89542 1819 8409091
V_89511 1820 8409060
V_89541 1821 8409090
V_89485 1822 8409035
V_89543 1823 8409092
V_89517 1824 8409066
V_89535 1825 8409084
V_89484 1826 8409034
V_89519 1827 8409068
V_89547 1828 8409096
V_89516 1829 8409065
V_89512 1830 8409061
V_89544 1831 8409093
V_5110369 1832 8600871
V_5110370 1833 8600872
V_5110368 1834 8600870
V_5110367 1835 8600869
V_5110372 1836 8600874
V_5110374 1837 8600876
V_5110373 1838 8600875
V_6346133 1839 8561930
V_6346312 1840 8561956
V_6346179 1841 8561934
V_6346056 1842 8561922
V_6346297 1843 8561951
V_6306208 1844 8516402
V_6346419 1845 8561970
V_6346107 1846 8561929
V_7717848 1847 8646525
V_7718036 1848 8646607
V_7717878 1849 8646542
V_7717839 1850 8646520
V_7717850 1851 8646526
V_7718052 1852 8646614
V_7718007 1853 8646599
V_7717838 1854 8646519
V_7718040 1855 8646609
V_7717865 1856 8646534
V_1217326 1857 8549663
V_1217259 1858 8549596
V_1217287 1859 8549625
V_1217297 1860 8549635
V_1217301 1861 8549639
V_1217291 1862 8549629
V_1217314 1863 8549651
V_1217322 1864 8549659
V_1217263 1865 8549600
V_1217308 1866 8549645
V_1217261 1867 8549598
V_1217312 1868 8549649
V_1217324 1869 8549661
V_1217275 1870 8549613
V_1217303 1871 8549641
V_1217256 1872 8549594
V_1217283 1873 8549621
V_1217316 1874 8549653
V_1217277 1875 8549615
V_1217267 1876 8549604
V_1217279 1877 8549617
V_1217281 1878 8549619
V_1217285 1879 8549623
V_1217305 1880 8549643
V_1217299 1881 8549637
V_1217320 1882 8549657
V_1217293 1883 8549631
V_1217289 1884 8549627
V_1217295 1885 8549633
V_1217310 1886 8549647
V_1217318 1887 8549655
V_5623119 1888 8606710
V_6317868 1889 8562082
V_6317857 1890 8562080
V_6317824 1891 8562067
V_6317871 1892 8562083
V_6317885 1893 8562087
V_6401922 1894 8633005
V_6392547 1895 8632996
V_2105136 1896 8626633
V_4400768 1897 8582063
V_5623270 1898 8606777
V_4974765 1899 8599450
V_4552221 1900 8589297
V_4551994 1901 8589061
V_4412068 1902 8584240
V_7669726 1903 8640760
V_5623261 1904 8606770
V_4552258 1905 8589329
V_4552226 1906 8589301
V_4246032 1907 8580120
V_6777648 1908 8636127
V_6777652 1909 8636131
V_6777650 1910 8636129
V_7161197 1911 8642546
V_6728514 1912 8634383
V_6814741 1913 8635586
V_2629399 1914 8571481
V_2145483 1915 8571555
V_2145504 1916 8571569
V_2145515 1917 8571595
V_2145503 1918 8571566
V_2145516 1919 8571596
V_3395916 1920 8571558
V_5053850 1921 8571722
V_3745535 1922 8571599
V_5110854 1923 8571729
V_5110853 1924 8571728
V_2145501 1925 8571562
V_5110852 1926 8571727
V_2145500 1927 8571561
V_3395917 1928 8571559
V_2145502 1929 8571565
V_2145518 1930 8571598
V_4704505 1931 8571696
V_2145456 1932 8571519
V_2145540 1933 8571606
V_2145624 1934 8571703
V_2145621 1935 8571699
V_2145557 1936 8571630
V_6381908 1937 8571917
V_2145582 1938 8571653
V_2145568 1939 8571647
V_4077706 1940 8578806
V_4077714 1941 8578810
V_4077710 1942 8578808
V_4077704 1943 8578805
V_4077712 1944 8578809
V_4077719 1945 8578811
V_3617706 1946 8571576
V_2145506 1947 8571572
V_2145507 1948 8571574
V_7078701 1949 8641880
V_2145484 1950 8571556
V_2145455 1951 8571518
V_2145457 1952 8571520
V_3395915 1953 8571557
V_7718531 1954 8646823
V_7718516 1955 8646808
V_7718527 1956 8646819
V_2145414 1957 8571475
V_2145417 1958 8571478
V_2145415 1959 8571476
V_2145413 1960 8571474
V_4411957 1961 8583994
V_4411956 1962 8583993
V_4411958 1963 8583995
V_4411959 1964 8583996
V_4704503 1965 8571697
V_4704504 1966 8571695
V_2145560 1967 8571637
V_2145559 1968 8571634
V_4704502 1969 8571694
V_2145556 1970 8571627
V_2145505 1971 8571570
V_2145544 1972 8571609
V_3939503 1973 8571621
V_3939501 1974 8571617
V_7573149 1975 8644806
V_7573150 1976 8644807
V_7573154 1977 8644810
V_6346242 1978 8561945
V_6346245 1979 8561946
V_6346320 1980 8561958
V_4412456 1981 8584463
V_4412459 1982 8584465
V_7585696 1983 8636719
V_6271382 1984 8626778
V_4412446 1985 8584456
V_4412444 1986 8584454
V_4412449 1987 8584458
V_4412452 1988 8584460
V_4412439 1989 8584451
V_4412440 1990 8584453
V_6416410 1991 8653409
V_6416404 1992 8653403
V_6416407 1993 8653406
V_6416403 1994 8653402
V_6416405 1995 8653404
V_6416402 1996 8653401
V_6416399 1997 8653398
V_6416406 1998 8653405
V_6416409 1999 8653408
V_6416397 2000 8653396
V_7518561 2001 8644321
V_7504318 2002 8644289
V_6310144 2003 8514351
V_6310141 2004 8514350
V_4692597 2005 8593867
V_6310047 2006 8513832
V_6299737 2007 8505089
V_7211138 2008 8669801
V_6193798 2009 8495007
V_6193796 2010 8495005
V_6193797 2011 8495006
V_8151936 2012 8650860
V_8151945 2013 8650864
V_8151929 2014 8650855
V_8151941 2015 8650862
V_8151922 2016 8650850
